City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Bulungu,CD,-4.55,18.6,71.96,75,96,1.03,overcast clouds
347,Hami,CN,42.8,93.45,89.35,9,41,2.24,scattered clouds
348,Emerald,AU,-23.5333,148.1667,68.34,60,100,8.05,overcast clouds
349,Almaznyy,RU,48.0448,40.045,51.94,97,99,4.76,overcast clouds
350,Pueblo,US,38.2545,-104.6091,79.29,36,1,4.0,clear sky
351,The Village,US,35.5609,-97.5514,80.46,53,40,9.22,scattered clouds
352,Georgetown,MY,5.4112,100.3354,85.93,81,20,1.01,few clouds
353,Murchison,NZ,-41.8,172.3333,57.56,61,9,2.04,clear sky
354,Lazarev,RU,52.225,141.5131,41.81,98,100,13.31,overcast clouds
355,Sayyan,YE,15.1718,44.3244,61.7,28,18,3.44,few clouds
356,Honiara,SB,-9.4333,159.95,86.09,67,95,7.87,overcast clouds
357,Asau,RO,46.4333,26.4,47.77,91,25,5.17,scattered clouds
358,Zyryanskoye,RU,56.8306,86.6258,56.23,58,100,7.83,overcast clouds
359,Sakakah,SA,29.9697,40.2064,83.77,21,0,7.27,clear sky
360,Torbay,CA,47.6666,-52.7314,59.77,75,75,10.36,broken clouds
361,Luocheng,CN,29.3848,104.0286,73.74,49,93,3.56,overcast clouds
362,Babu,CN,24.4167,111.5167,71.22,86,100,5.93,overcast clouds
363,Comodoro Rivadavia,AR,-45.8667,-67.5,42.66,75,0,13.8,clear sky
364,Mumford,GH,5.2618,-0.759,79.7,87,53,7.43,light rain
365,Emba,KZ,48.8264,58.1442,68.23,75,5,10.16,clear sky
366,Churapcha,RU,62.0025,132.4325,74.91,35,18,4.52,few clouds
367,Deputatskiy,RU,69.3,139.9,69.37,29,100,15.57,overcast clouds
368,Guerrero Negro,MX,27.9769,-114.0611,65.28,74,0,13.71,clear sky
369,Mount Isa,AU,-20.7333,139.5,65.97,52,10,16.11,clear sky
370,Itaquyry,PY,-24.9333,-55.2167,70.02,71,0,4.32,clear sky
371,Padang,ID,-0.9492,100.3543,83.03,74,100,1.05,moderate rain
372,Timra,SE,62.487,17.3257,48.67,91,29,2.3,scattered clouds
373,Komsomolskiy,UZ,40.4272,71.7189,77.72,27,0,4.61,clear sky
374,Eenhana,NA,-17.4667,16.3333,51.55,28,0,8.14,clear sky
375,Mykolayivka,UA,47.5414,30.7561,51.39,95,72,11.16,broken clouds
376,Sevierville,US,35.8681,-83.5618,72.61,86,1,0.0,clear sky
377,Mitu,CO,1.1983,-70.1733,72.68,98,46,1.1,scattered clouds
378,Sampit,ID,-2.5333,112.95,86.65,62,82,3.15,broken clouds
379,Namibe,AO,-15.1961,12.1522,70.75,72,0,5.14,clear sky
380,Luderitz,NA,-26.6481,15.1594,67.12,38,0,21.56,clear sky
381,Karaton,ID,-6.3424,106.1045,82.56,73,79,1.59,broken clouds
382,Norman Wells,CA,65.282,-126.8329,59.04,67,75,8.05,broken clouds
383,Truth Or Consequences,US,33.1284,-107.2528,82.63,26,20,19.26,few clouds
384,Geilo,NO,60.5333,8.2076,47.7,77,27,2.55,scattered clouds
385,Goderich,CA,43.7501,-81.7165,68.32,60,1,5.75,clear sky
386,Luba,GQ,3.4568,8.5547,79.83,84,24,7.99,light rain
387,Hirara,JP,24.8,125.2833,88.07,84,75,18.41,broken clouds
388,Banda Aceh,ID,5.5577,95.3222,83.1,78,97,10.2,overcast clouds
389,Payson,US,40.0444,-111.7321,92.68,12,20,5.82,few clouds
390,Les Cayes,HT,18.2,-73.75,78.67,79,11,5.79,few clouds
391,Ozu,JP,33.5,132.55,71.19,97,100,5.93,overcast clouds
392,Itoman,JP,26.1247,127.6694,88.18,89,75,14.97,broken clouds
393,Mezhdurechenskiy,RU,59.6,65.9333,41.68,54,2,10.11,clear sky
394,Walvis Bay,NA,-22.9575,14.5053,72.55,12,0,22.91,clear sky
395,Washington,US,47.5001,-120.5015,88.2,30,0,8.41,clear sky
396,Mount Gambier,AU,-37.8333,140.7667,53.51,66,75,13.8,broken clouds
397,Mahibadhoo,MV,3.7833,72.9667,83.34,68,100,17.25,overcast clouds
398,Hithadhoo,MV,-0.6,73.0833,83.93,71,100,17.56,overcast clouds
399,Portland,US,45.5234,-122.6762,83.28,49,20,1.01,few clouds
400,New Bern,US,35.1085,-77.0441,76.98,96,90,6.91,light rain
401,Itarantim,BR,-15.6597,-40.0656,64.85,95,99,2.28,overcast clouds
402,Saint Anthony,US,45.0205,-93.218,84.52,45,1,1.01,clear sky
403,Esil,KZ,51.9556,66.4042,57.0,82,100,16.37,overcast clouds
404,Ajdabiya,LY,30.7554,20.2263,74.03,40,21,15.03,few clouds
405,Kysyl-Syr,RU,63.8986,122.7617,82.35,26,59,8.41,broken clouds
406,Lisakovsk,KZ,52.5369,62.4936,55.71,76,100,17.65,overcast clouds
407,San Rafael,AR,-34.6177,-68.3301,61.2,40,73,1.3,broken clouds
408,Carutapera,BR,-1.195,-46.02,75.94,94,84,5.66,broken clouds
409,Umea,SE,63.8284,20.2597,52.92,100,43,0.0,scattered clouds
410,Saint-Augustin,CA,51.226,-58.6502,51.26,81,100,14.47,overcast clouds
411,Fairbanks,US,64.8378,-147.7164,71.6,30,75,10.36,broken clouds
412,Kavieng,PG,-2.5744,150.7967,84.38,70,89,5.03,overcast clouds
413,Del Rio,US,29.3627,-100.8968,78.91,79,75,8.05,broken clouds
414,Semey,KZ,50.4111,80.2275,70.02,73,75,8.95,broken clouds
415,Escuinapa,MX,22.85,-105.8,85.91,70,1,3.98,clear sky
416,Gat,IL,31.61,34.7642,66.88,76,18,0.43,few clouds
417,Beringovskiy,RU,63.05,179.3167,35.44,86,80,5.59,broken clouds
418,Kharovsk,RU,59.9642,40.1912,48.79,74,7,4.0,clear sky
419,Saint-Leu,RE,-21.15,55.2833,69.96,79,1,5.66,clear sky
420,Dindori,IN,22.95,81.0833,83.46,56,93,10.18,overcast clouds
421,Grandville,US,42.9098,-85.7631,75.83,35,75,7.09,broken clouds
422,Ahipara,NZ,-35.1667,173.1667,61.97,56,21,4.16,few clouds
423,Punta De Bombon,PE,-17.1717,-71.7931,63.88,80,93,0.58,overcast clouds
424,Otjimbingwe,NA,-22.35,16.1333,53.26,36,0,8.1,clear sky
425,Sobolevo,RU,54.4299,31.8996,52.83,79,95,6.6,light rain
426,Dudinka,RU,69.4058,86.1778,32.83,100,100,9.57,overcast clouds
427,Nagato,JP,34.3833,131.2,67.95,91,100,2.77,light rain
428,Conakry,GN,9.538,-13.6773,80.67,89,75,13.8,broken clouds
429,Bacalar,MX,18.6667,-88.3833,84.0,77,3,8.19,clear sky
430,Kharian,PK,32.8149,73.8636,70.95,49,87,1.79,overcast clouds
431,Puri,IN,19.8,85.85,86.38,75,72,15.41,broken clouds
432,Iquitos,PE,-3.7481,-73.2472,75.24,94,20,0.0,few clouds
433,Lodja,CD,-3.4833,23.4333,71.33,83,89,0.43,overcast clouds
434,Pangai,TO,-19.8,-174.35,77.11,69,75,4.61,broken clouds
435,Tiarei,PF,-17.5333,-149.3333,78.82,82,45,14.12,light rain
436,Williams Lake,CA,52.1415,-122.1445,74.77,35,75,5.75,broken clouds
437,Nyurba,RU,63.2842,118.3319,81.39,27,68,7.9,broken clouds
438,Cootamundra,AU,-34.65,148.0333,50.95,77,91,15.75,overcast clouds
439,Borogontsy,RU,62.6683,131.1683,78.13,26,34,5.77,scattered clouds
440,Egvekinot,RU,66.3167,-179.1667,33.28,58,67,5.08,broken clouds
441,Sao Geraldo Do Araguaia,BR,-6.4006,-48.555,74.62,80,50,1.19,scattered clouds
442,Balaipungut,ID,1.05,101.2833,82.81,75,100,3.98,overcast clouds
443,Wanning,CN,18.8003,110.3967,92.37,59,98,9.62,overcast clouds
444,Kamenka,RU,51.3223,42.7678,51.4,88,100,11.79,light rain
445,Ponta Delgada,PT,37.7333,-25.6667,57.92,82,20,2.3,few clouds
446,Kamina,CD,-8.7386,24.9906,62.82,81,51,3.71,broken clouds
447,Sooke,CA,48.3746,-123.7276,75.18,55,23,16.73,few clouds
448,Scarborough,GB,54.2797,-0.4044,57.02,85,71,1.01,broken clouds
449,Rongcheng,CN,30.634,117.8517,76.73,59,39,2.46,scattered clouds
450,Shadrinsk,RU,56.0852,63.6335,47.17,52,0,14.56,clear sky
451,Talnakh,RU,69.4865,88.3972,33.39,100,100,4.76,light snow
452,Korla,CN,41.7597,86.1469,86.45,16,100,1.34,overcast clouds
453,Dalby,AU,-27.1833,151.2667,59.99,67,35,5.01,scattered clouds
454,Ilulissat,GL,69.2167,-51.1,37.42,75,100,6.91,overcast clouds
455,Gogrial,SS,8.5332,28.1004,76.51,77,42,1.45,light rain
456,Sijunjung,ID,-0.6876,100.9537,79.75,83,100,1.79,heavy intensity rain
457,Dzilam Gonzalez,MX,21.2833,-88.9333,80.31,76,89,6.71,overcast clouds
458,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,75.74,86,13,4.23,few clouds
459,Auki,SB,-8.7676,160.7034,85.15,64,100,2.37,overcast clouds
460,Svetlogorsk,BY,52.6333,29.7333,46.72,87,12,6.91,few clouds
461,Makakilo City,US,21.3469,-158.0858,86.32,52,40,14.67,scattered clouds
462,Causapscal,CA,48.3542,-67.227,58.37,97,100,9.78,overcast clouds
463,Oranjemund,NA,-28.55,16.4333,63.77,37,12,11.43,few clouds
464,Saint-Francois,FR,46.4154,3.9054,62.19,96,0,2.3,clear sky
465,Ginir,ET,7.1333,40.7,55.18,83,84,4.12,broken clouds
466,Pelym,RU,61.0108,61.9978,45.14,45,0,3.29,clear sky
467,Kloulklubed,PW,7.0419,134.2556,84.7,71,17,1.5,few clouds
468,Kushima,JP,31.4583,131.2333,77.04,90,100,13.33,light rain
469,Iberia,US,29.9502,-91.7507,75.97,88,1,3.96,clear sky
470,Maldonado,UY,-34.6667,-54.9167,58.39,64,63,12.46,broken clouds
471,Den Helder,NL,52.9599,4.7593,61.99,94,54,8.99,mist
472,Yabassi,CM,4.457,9.9682,78.44,99,70,1.21,broken clouds
473,Iquique,CL,-20.2208,-70.1431,62.64,80,60,4.83,broken clouds
474,Ortakoy,TR,38.7373,34.0387,43.05,76,6,3.11,clear sky
475,Ambon,ID,-3.6954,128.1814,80.74,83,40,12.8,scattered clouds
476,Lucapa,AO,-8.4192,20.7447,63.61,57,36,2.39,scattered clouds
477,Dzaoudzi,YT,-12.7887,45.2699,76.89,83,0,10.36,clear sky
478,Constantine,DZ,36.365,6.6147,69.21,64,40,8.05,scattered clouds
479,Klaksvik,FO,62.2266,-6.589,49.12,96,22,17.02,few clouds
480,Birao,CF,10.2849,22.7882,79.86,63,100,7.76,overcast clouds
481,Thinadhoo,MV,0.5333,72.9333,83.73,69,100,18.37,overcast clouds
482,Tautira,PF,-17.7333,-149.15,78.82,82,32,16.15,light rain
483,Batemans Bay,AU,-35.7167,150.1833,64.9,50,45,3.85,scattered clouds
484,Gamba,GA,-2.65,10.0,75.18,92,8,4.79,clear sky
485,Nome,US,64.5011,-165.4064,38.1,64,20,19.57,few clouds
486,Boueni,YT,-12.9025,45.0761,76.98,69,0,10.13,clear sky
487,Beberibe,BR,-4.1797,-38.1306,80.64,76,0,12.37,clear sky
488,Grand Island,US,40.925,-98.342,82.35,39,1,8.05,clear sky
489,Lagunillas,VE,10.1301,-71.2595,81.52,72,98,7.94,overcast clouds
490,Melnikovo,RU,56.5558,84.085,55.17,55,100,5.73,overcast clouds
491,Nago,JP,26.5881,127.9761,88.23,81,100,15.17,overcast clouds
492,Methoni,GR,36.8197,21.7049,67.21,69,0,9.82,clear sky
493,Kalawit,PH,8.0667,122.5167,85.1,75,80,3.83,broken clouds
494,Uyemskiy,RU,64.4743,40.8524,51.85,87,0,3.8,clear sky
495,Thohoyandou,ZA,-22.9456,30.485,51.13,75,44,1.28,scattered clouds
496,Marang,MY,5.2056,103.2059,84.11,73,100,4.25,overcast clouds
497,Slupsk,PL,54.4641,17.0287,53.02,83,2,5.64,clear sky
498,Inta,RU,66.0317,60.1659,45.55,63,19,14.41,few clouds
499,Lagoa,PT,39.05,-27.9833,61.63,72,59,16.33,broken clouds
500,Sinnamary,GF,5.3833,-52.95,77.34,90,100,8.43,overcast clouds
501,Shirokiy,RU,49.758,129.523,52.25,91,100,9.46,overcast clouds
502,Arman,RU,59.7,150.1667,40.6,93,100,2.37,overcast clouds
503,Alice Springs,AU,-23.7,133.8833,58.55,67,75,18.19,broken clouds
504,Ocampo,MX,21.65,-101.5,64.8,58,100,4.92,overcast clouds
505,Bandarbeyla,SO,9.4942,50.8122,78.98,80,100,18.21,overcast clouds
506,Dalvik,IS,65.9702,-18.5286,42.73,63,100,4.27,overcast clouds
507,Sakaiminato,JP,35.55,133.2333,66.18,94,75,9.22,broken clouds
508,Contamana,PE,-7.3333,-75.0167,72.86,99,100,1.05,overcast clouds
509,Moose Factory,CA,51.2585,-80.6094,39.2,93,90,8.05,overcast clouds
510,Ponta Do Sol,PT,32.6667,-17.1,65.03,60,28,7.56,scattered clouds
511,Sotnikovo,RU,51.8845,107.4791,64.49,45,1,4.47,clear sky
512,Camacha,PT,33.0833,-16.3333,61.56,63,20,10.36,few clouds
513,Muros,ES,42.7762,-9.0603,47.84,91,66,5.77,broken clouds
514,Ulaanbaatar,MN,47.9077,106.8832,57.33,47,20,5.14,few clouds
515,Suclayin,PH,15.7568,121.5503,90.88,52,93,4.63,overcast clouds
516,Wajir,KE,1.7471,40.0573,73.89,77,7,13.27,clear sky
517,Benguela,AO,-12.5763,13.4055,72.1,85,57,3.8,broken clouds
518,Melilla,ES,35.2937,-2.9383,68.2,94,75,4.61,broken clouds
519,Berberati,CF,4.2612,15.7922,68.36,96,39,0.89,scattered clouds
520,Bograd,RU,54.2344,90.8328,67.75,67,98,3.69,overcast clouds
521,Pacific Grove,US,36.6177,-121.9166,86.81,83,75,5.99,broken clouds
522,Kununurra,AU,-15.7667,128.7333,82.38,36,59,13.8,broken clouds
523,Severnoye,RU,56.3491,78.3619,47.39,95,100,5.3,light rain
524,Tecoanapa,MX,16.5167,-98.75,84.04,67,11,2.35,few clouds
525,Ulaangom,MN,49.9811,92.0667,73.09,31,24,4.29,few clouds
526,Trairi,BR,-3.2778,-39.2689,77.67,75,5,9.75,clear sky
527,Pattani,TH,6.75,100.4167,81.82,72,21,1.77,few clouds
528,Lichinga,MZ,-13.3128,35.2406,57.29,88,0,6.91,clear sky
529,Stykkisholmur,IS,65.0757,-22.7297,47.28,75,100,10.13,light rain
530,San Ignacio,BZ,17.1561,-89.0714,86.14,62,40,6.13,scattered clouds
531,Alexandria,EG,31.2156,29.9553,69.76,73,0,8.05,clear sky
532,Hendek,TR,40.7994,30.7481,52.12,91,96,4.23,overcast clouds
533,Athabasca,CA,54.7169,-113.2854,77.83,65,99,8.68,overcast clouds
534,Burnham,US,41.6389,-87.5567,84.38,33,1,9.42,clear sky
535,Nuevo Progreso,MX,23.1667,-97.95,80.6,81,53,6.31,broken clouds
536,Sri Aman,MY,1.2376,111.4621,84.25,84,20,0.0,few clouds
537,Kefamenanu,ID,-9.4467,124.4781,82.13,61,59,7.67,broken clouds
538,Coxim,BR,-18.5067,-54.76,74.44,52,0,2.51,clear sky
539,Caravelas,BR,-17.7125,-39.2481,72.88,88,100,4.88,overcast clouds
540,Flin Flon,CA,54.7682,-101.865,61.56,94,100,6.46,overcast clouds
541,Vestmanna,FO,62.1564,-7.1664,47.32,100,75,9.64,broken clouds
542,Morro Bay,US,35.3658,-120.8499,83.28,86,34,1.99,scattered clouds
543,Sherlovaya Gora,RU,50.5667,116.25,64.08,40,2,18.63,clear sky
544,Marzuq,YE,14.4,46.4667,74.05,58,100,4.18,overcast clouds
545,Ampanihy,MG,-24.7,44.75,64.62,88,28,6.35,scattered clouds
546,Piripiri,BR,-4.2733,-41.7769,73.17,84,7,2.73,clear sky
547,Togur,RU,58.3631,82.8265,51.31,58,95,4.25,overcast clouds
548,Goundam,ML,16.4145,-3.6708,92.93,25,49,6.13,scattered clouds
549,Fomboni,KM,-12.28,43.7425,78.91,72,3,10.09,clear sky
550,Mogadishu,SO,2.0371,45.3438,78.8,81,35,16.44,scattered clouds
551,Axim,GH,4.8699,-2.2405,79.34,87,62,6.76,broken clouds
552,Bridgewater,CA,44.3835,-64.5155,60.06,100,100,10.18,overcast clouds
553,Victor Harbor,AU,-35.5667,138.6167,59.09,61,57,1.99,broken clouds
554,Shimanovsk,RU,52.0,127.7,52.05,96,100,10.98,light rain
555,El Tigre,VE,8.8875,-64.2454,78.71,71,88,12.64,overcast clouds
556,Brae,GB,60.3964,-1.353,51.71,94,71,13.31,broken clouds
557,Bundaberg,AU,-24.85,152.35,71.22,52,98,5.99,overcast clouds
558,Usinsk,RU,65.9939,57.5281,46.71,58,0,11.39,clear sky
559,Belle Fourche,US,44.6714,-103.8522,90.25,21,1,6.73,clear sky
560,Shelburne,CA,44.0787,-80.2041,66.09,91,2,5.82,clear sky
561,Kantang,TH,7.4054,99.5156,82.49,89,20,1.52,few clouds
562,Skibbereen,IE,51.55,-9.2667,49.8,92,99,11.79,overcast clouds
563,Minden,DE,52.2833,8.9167,62.98,95,100,3.4,overcast clouds
564,Kavaratti,IN,10.5669,72.642,84.13,76,97,17.31,overcast clouds
565,Belawan,ID,3.7755,98.6832,80.89,84,100,4.25,light rain
566,Drexel Heights,US,32.1412,-111.0284,100.65,9,1,8.99,clear sky
567,Port Victoria,KE,0.0939,33.9756,67.35,79,100,6.98,light rain
568,Namatanai,PG,-3.6667,152.4333,84.72,69,99,3.04,overcast clouds
569,Opuwo,NA,-18.0607,13.84,53.33,29,0,8.63,clear sky
570,Sao Joao Da Ponte,BR,-15.9292,-44.0078,65.59,59,67,5.23,broken clouds
571,Rock Hill,US,34.9249,-81.0251,75.74,84,1,5.75,moderate rain
572,Colombo,LK,6.9319,79.8478,80.55,89,100,11.79,light rain
573,San Patricio,US,28.017,-97.5169,72.84,96,100,11.1,moderate rain
574,Laguna,US,38.421,-121.4238,99.61,27,1,3.0,clear sky
575,Cristalina,BR,-16.7686,-47.6136,62.89,57,19,2.44,few clouds
576,Swan Hill,AU,-35.3378,143.5544,59.36,44,57,12.26,broken clouds
577,Port Macquarie,AU,-31.4333,152.9167,69.89,44,0,12.06,clear sky
578,Dumas,US,35.8656,-101.9732,80.02,41,1,6.91,clear sky
579,Nuuk,GL,64.1835,-51.7216,36.21,93,18,3.44,few clouds
580,Antofagasta,CL,-23.65,-70.4,61.88,85,0,2.62,clear sky
581,Siavonga,ZM,-16.5382,28.7088,64.38,51,3,4.79,clear sky
582,Paamiut,GL,61.994,-49.6678,35.76,75,5,7.65,clear sky
583,Sarangani,PH,5.4033,125.4636,83.44,75,83,7.81,broken clouds
584,Terra Boa,BR,-23.7681,-52.4442,67.6,81,0,3.62,clear sky
585,New Plymouth,NZ,-39.0667,174.0833,59.05,83,16,4.5,few clouds
586,Maple Valley,US,47.3927,-122.0464,78.49,60,1,1.01,clear sky
587,Umm Lajj,SA,25.0213,37.2685,80.53,67,5,12.06,clear sky
588,Mayo,US,38.8876,-76.5119,73.51,92,75,1.01,broken clouds
589,Hualmay,PE,-11.0964,-77.6139,63.91,84,45,6.4,scattered clouds
590,Homestead,US,25.4687,-80.4776,81.01,91,1,5.75,clear sky
591,Chabahar,IR,25.2919,60.643,83.97,86,12,14.05,few clouds
592,El Alto,PE,-4.2714,-81.2147,66.2,83,59,10.74,broken clouds
593,Dutlwe,BW,-23.9833,23.9,47.07,64,0,7.05,clear sky
594,Osmena,PH,10.5208,119.9258,84.87,75,55,12.24,broken clouds
595,Coruripe,BR,-10.1256,-36.1756,74.46,88,46,4.05,scattered clouds
596,Kings Mountain,US,35.2451,-81.3412,76.12,72,1,3.0,clear sky
597,Dolores,AR,-36.3132,-57.6792,56.25,82,100,12.82,overcast clouds
598,Saint-Pierre,RE,-21.3393,55.4781,70.57,66,0,8.05,clear sky
599,Awjilah,LY,29.1081,21.2869,80.24,28,21,9.93,few clouds
600,Dumbravita,RO,45.7667,25.4333,51.19,81,93,1.57,overcast clouds
601,Gabu,GW,12.2833,-14.2167,79.43,54,76,7.61,broken clouds
602,San Jose De Sisa,PE,-6.6167,-76.6915,77.52,99,100,2.42,overcast clouds
603,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,73.31,98,68,1.95,broken clouds
604,Blythe,US,33.6103,-114.5964,108.05,7,1,18.28,clear sky
605,Gallipoli,TR,40.4103,26.6708,55.26,78,58,4.76,broken clouds
606,Ust-Kulom,RU,61.6864,53.6902,51.85,62,6,4.7,clear sky
607,Brigantine,US,39.4101,-74.3646,72.01,99,20,24.87,few clouds
608,Beira,MZ,-19.8436,34.8389,62.76,70,0,12.08,clear sky
609,Hofn,IS,64.2539,-15.2082,48.4,78,100,11.41,overcast clouds
610,Halesowen,GB,52.4486,-2.0494,55.06,83,83,5.48,broken clouds
611,Kulhudhuffushi,MV,6.6221,73.07,82.53,74,95,18.01,overcast clouds
612,Luau,AO,-10.7073,22.2247,61.29,43,62,7.76,broken clouds
613,Dawei,MM,14.0833,98.2,85.73,73,95,2.82,overcast clouds
614,Lagunas,PE,-5.2269,-75.6753,73.65,98,100,2.13,overcast clouds
615,Aksu,CN,41.1231,80.2644,79.65,25,40,2.66,scattered clouds
616,Boden,SE,65.8252,21.6886,55.4,65,91,4.59,overcast clouds
617,Aldan,RU,58.6031,125.3894,67.57,36,12,5.3,few clouds
618,The Valley,AI,18.217,-63.0578,81.1,75,78,19.91,broken clouds
619,Wajima,JP,37.4,136.9,68.68,100,75,18.43,moderate rain
620,Bac Lieu,VN,9.285,105.7244,87.64,66,50,8.93,scattered clouds
621,Kyren,RU,51.6828,102.1408,71.92,32,3,1.1,clear sky
622,Karakulino,RU,56.012,53.7067,49.21,62,0,15.75,clear sky
623,Bitkine,TD,11.9801,18.2138,85.66,42,58,7.63,broken clouds
624,Iwanai,JP,42.9744,140.5089,61.11,93,100,23.76,moderate rain
625,Kieta,PG,-6.2167,155.6333,83.25,76,100,3.87,overcast clouds
626,Tricase,IT,39.9304,18.3553,62.31,54,0,8.95,clear sky
627,Yanam,IN,16.7333,82.2167,84.6,71,49,4.14,scattered clouds
628,Antalaha,MG,-14.9003,50.2788,71.56,82,97,5.12,light rain
629,Shakhtinsk,KZ,49.71,72.5872,57.76,62,0,3.96,clear sky
630,Yulara,AU,-25.2406,130.9889,57.04,54,100,13.8,overcast clouds
631,Pareora,NZ,-44.4871,171.2132,53.19,85,27,4.43,scattered clouds
632,Guayaramerin,BO,-10.8368,-65.3614,72.84,67,54,1.48,broken clouds
633,Kargala,RU,56.6208,83.9607,54.95,57,100,5.79,overcast clouds
634,Gibara,CU,21.1097,-76.1317,79.92,80,0,14.23,clear sky
635,Krasnovishersk,RU,60.4078,57.082,46.6,58,0,3.24,clear sky
636,Waitara,NZ,-38.925,174.25,59.72,74,28,6.76,scattered clouds
637,Chebsara,RU,59.2002,38.8356,47.53,77,44,5.66,scattered clouds
638,Progreso,MX,21.2833,-89.6667,78.91,79,42,13.47,scattered clouds
639,Sechura,PE,-5.5569,-80.8222,68.76,75,8,14.83,clear sky
640,Severo-Kurilsk,RU,50.6789,156.125,47.1,72,55,6.62,broken clouds
641,Isla Mujeres,MX,21.2311,-86.731,80.65,81,1,11.52,clear sky
642,Khani,GE,41.9563,42.9566,45.97,62,71,5.14,broken clouds
643,Batticaloa,LK,7.7102,81.6924,81.61,78,100,6.71,overcast clouds
644,Mayumba,GA,-3.432,10.6554,75.65,93,8,6.53,clear sky
645,Dhidhdhoo,MV,6.8833,73.1,82.56,76,95,17.83,overcast clouds
646,Corigliano Calabro,IT,39.595,16.5177,58.91,46,1,3.4,clear sky
647,Longhua,CN,23.6137,114.1919,76.89,95,100,2.17,overcast clouds
648,Kiruna,SE,67.8557,20.2251,50.92,66,100,0.0,overcast clouds
649,Erenhot,CN,43.6475,111.9767,57.85,43,21,14.47,few clouds
650,Kuliyapitiya,LK,7.4688,80.0401,80.28,94,100,6.69,light rain
651,Chaykovskiy,RU,56.7686,54.1148,50.81,57,0,10.16,clear sky
652,Castro Verde,PT,37.6983,-8.0858,51.22,82,0,8.77,clear sky
653,Nampula,MZ,-15.1165,39.2666,67.95,100,75,5.75,mist
654,Yerbogachen,RU,61.2767,108.0108,69.33,52,100,3.91,overcast clouds
655,Santiago,CL,-33.4569,-70.6483,67.17,56,0,1.07,clear sky
656,Dali,CN,25.7,100.1833,72.5,60,52,1.86,broken clouds
657,Luanda,AO,-8.8368,13.2343,77.0,88,75,6.91,broken clouds
658,Puerto Ayacucho,VE,5.6639,-67.6236,76.66,89,99,2.8,overcast clouds
659,Rio Gallegos,AR,-51.6226,-69.2181,33.85,100,90,3.44,light rain
660,Longkou,CN,37.6508,120.3286,68.74,47,0,23.42,clear sky
661,Camacupa,AO,-12.0167,17.4833,49.91,54,9,3.94,clear sky
662,Clinton,US,42.587,-82.9199,74.28,80,20,4.61,few clouds
663,Madera,US,37.1666,-119.8343,101.55,16,74,1.99,broken clouds
664,Wuwei,CN,37.9281,102.6414,72.77,10,0,5.17,clear sky
665,Langxiang,CN,46.95,128.8833,53.04,79,91,4.16,overcast clouds
666,Kuito,AO,-12.3833,16.9333,48.51,54,51,3.76,broken clouds
667,Aasiaat,GL,68.7098,-52.8699,32.88,95,100,8.7,overcast clouds
668,Mbandaka,CD,0.0487,18.2603,70.32,93,36,1.95,light rain
669,Garanhuns,BR,-8.8903,-36.4928,64.18,95,90,4.88,overcast clouds
670,Hasaki,JP,35.7333,140.8333,72.28,87,100,29.57,light rain
671,Buala,SB,-8.145,159.5921,84.92,72,100,6.85,overcast clouds
672,Gorontalo,ID,0.5412,123.0595,87.46,63,68,5.46,broken clouds
673,Timizart,DZ,36.8,4.2667,69.24,66,95,6.31,overcast clouds
674,Porto Nacional,BR,-10.7081,-48.4172,77.0,51,3,1.43,clear sky
675,Roald,NO,62.5833,6.1333,61.09,82,75,8.05,broken clouds
676,Ust-Kuyga,RU,70.0167,135.6,66.49,53,100,10.83,overcast clouds
677,Sangar,RU,63.9242,127.4739,70.39,48,16,7.43,light rain
678,Mahbubnagar,IN,16.7333,77.9833,79.23,67,72,2.8,broken clouds
